tweet,label,raw
@user @user sounds good false or not she is willing to testify,NOT,@USER @USER Sounds good false or not she is willing to testify
@user @user @user he's not an opportunistic liar. nor have you proven he is. so your whole argument is fake news.,OFF,@USER @USER @USER He's not an opportunistic liar. Nor have you proven he is. So your whole argument is fake news.
@user ms. clinton - you are a class act. my response to that idiot would likely land me in twitter jail (but would totally be worth it). i hope you run for office one day.,OFF,@USER Ms. Clinton - you are a class act. My response to that idiot would likely land me in twitter jail (but would totally be worth it). I hope you run for office one day.
fe she yes the rise in support for gun control has given me a new view on the topic. drugs are illegal and criminals still have them. the same would happen with firearms.. law abiding citizens would lose their right and nothing would change to the criminals. url,NOT,#fesheyes The rise in support for gun control has given me a new view on the topic. Drugs are illegal and criminals still have them. The same would happen with firearms.. law abiding citizens would lose their right and nothing would change to the criminals. URL
@user @user you do know gun control doesn’t mean the public shouldn’t have guns it means stricter gun regulations and making the process of acquiring guns harder than it is now you can go to a gun store and get a gun and leave in 22 minuets you can go to a gun show and get one faster,NOT,@USER @USER You do know gun control doesn’t mean the public shouldn’t have guns it means stricter gun regulations and making the process of acquiring guns harder than it is now you can go to a gun store and get a gun and leave in 22 minuets you can go to a gun show and get one faster
@user conservatives keep telling us how a few million immigrants are ruining the economy. how would multiplying those numbers several times help that?,OFF,@USER Conservatives keep telling us how a few million immigrants are ruining the economy. How would multiplying those numbers several times help that?
@user ever heard of antifa or soros? now now that’s radical.,NOT,@USER Ever heard of Antifa or Soros? Now now that’s radical.
@user @user @user @user “it’s the people that shouldn’t have them that’s the problem” exactly!! that’s gun control! keeping them out of the hands of those who shouldn’t have them.,NOT,@USER @USER @USER @USER “It’s the people that shouldn’t have them that’s the problem” EXACTLY!! That’s gun control! Keeping them out of the hands of those who shouldn’t have them.
@user i would think already since you are only following half the people that are following you? it is called the follow back resistance.,NOT,@USER I would think already since you are only following half the people that are following you? It is called the follow BACK resistance.
theresa may monster may conservatives must answer for their crimes. dwp crimes dwp tories toriesout url,OFF,#TheresaMay #MonsterMay #Conservatives must answer for their crimes. #DWPcrimes #DWP #Tories #ToriesOut URL
@user god help us if that happens,NOT,@USER God help us if that happens
@user he is just carrying out maxine waters mission! red wave rising goodbye democrats,NOT,@USER He is just carrying out #MaxineWaters mission! #RedWaveRising #GoodbyeDemocrats
@user what about all the refugees that destroy the country ( radical islamic )!! you will get out them to their countries? cleaning canada canada election 2019 canada conservatives,OFF,@USER what about all the refugees that destroy the country ( radical Islamic )!! You will get out them to their countries? #cleaningcanada #canadaelection2019 #canada #Conservatives
@user @user how about sensible gun control?,NOT,@USER @USER How about sensible gun control?
@user @user @user i understand how u feel but that’s something the liberals would do.  they go low. we don’t.  please. we’re not antifa. they r  we’re not going around shooting at conservatives. they do. we’re not the lying communist socialist lowlifes. they r let’s not act like they do. thank u,NOT,@USER @USER @USER I understand how U feel but that’s something the liberals would do.  They go low. We don’t.  Please. We’re not Antifa. They R  We’re not going around shooting at conservatives. They do. We’re not the lying communist socialist lowlifes. They R Let’s not act like they do. Thank U
@user  face with tears of joy  face with tears of joy  face with tears of joy  that he is,NOT,@USER 😂😂😂 that he is
@user good riddance!,NOT,@USER Good riddance!
@user @user isnt the nra that propaganda pushing corporate lobby group that cares about profits and only profits? no idea who the rest of these crackpots are. that guy looks like he has an ar15 stuck up his ass.,OFF,@USER @USER Isnt the NRA that propaganda pushing corporate lobby group that cares about profits and only profits? No idea who the rest of these crackpots are. That guy looks like he has an AR15 stuck up his ass.
@user @user he'd probably get his face bashed in by a horde of angry antifa armed with lead pipes.,NOT,@USER @USER He'd probably get his face bashed in by a horde of angry Antifa armed with lead pipes.
@user depending on a government or politician to furnish ones basic needs make the individual or group of citizens lazy,NOT,@USER Depending on a government or politician to furnish ones basic needs make the individual or group of citizens lazy
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user thank you for adding me razor!  patriots- if you aren’t following my primary account @user - will you take a minute &amp; follow me? thanks &amp; maga united states  url,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you for adding me Razor!  Patriots- if you aren’t following my Primary account @USER - will you take a minute &amp; Follow me? Thanks &amp; MAGA🇺🇸 URL
@user @user @user so what if she is!,NOT,@USER @USER @USER So what if she is!
@user you are.,NOT,@USER You are.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user lets roll maga patriots!  add ten of your favorite patriots  @user  @user  @user @user @user  @user  @user @user @user @user @user @user @user url,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lets roll #MAGA patriots!  Add ten of your favorite patriots  @USER  @USER  @USER @USER @USER  @USER  @USER @USER @USER @USER @USER @USER @USER URL
@user @user @user @user @user @user @user @user @user the majority of those are suicides.  you can not provide evidence that gun control reduces homicides.,OFF,@USER @USER @USER @USER @USER @USER @USER @USER @USER The majority of those are suicides.  You can not provide evidence that gun control reduces homicides.
@user @user sorry for the democratic party is the party of hate they formed the kkk and antifa. the gop it's finally got back in the office and the economy is booming and people have jobs wow overlook this. you liberal people are the most trashy ignorant things on this planet.,OFF,@USER @USER Sorry for the Democratic party is the party of hate they formed the KKK and antifa. The GOP it's finally got back in the office and the economy is booming and people have jobs wow overlook this. You liberal people are the most trashy ignorant things on this planet.
@user he’s an actor. please wake up.,NOT,@USER He’s an actor. Please wake up.
@user she is tripping,NOT,@USER She is tripping
@user the tide is changing....the dems on defense &amp; the msm are at a lost! they know what is coming very soon! no one gets a pass...q a non trust the plan wwg1wga  ok hand medium-light skin tone  red heart  united states  eagle love our @user 45 maga kag kavanaugh for scotus will be a reality! god bless!,NOT,@USER The tide is changing....the Dems on Defense &amp; the #MSM are at a lost! They know what is coming very soon! NO ONE GETS A PASS...#QANON #TrustThePlan #WWG1WGA 👌🏼❤️🇺🇸🦅Love our @USER 45 #MAGA #KAG #KavanaughForSCOTUS will be a reality! God Bless!
@user @user @user @user @user you'll prob hear me screaming,NOT,@USER @USER @USER @USER @USER You'll prob hear me screaming
@user can connecticut get a date if around the fairfield county *cough bridgeport cough*. it will be hard to go to new york if people got school loudly crying face ,NOT,@USER Can Connecticut get a date if around the Fairfield county *cough BRIDGEPORT cough*. It will be hard to go to New York if people got school😭
@user @user fuck the steelers bah on my mama that’s some racist shyt they doing don’t wanna pay that dude and call him selfish for not wanted to report,OFF,@USER @USER Fuck the Steelers bah on my mama that’s some racist shyt they doing don’t wanna pay that dude and call him selfish for not wanted to report
@user @user @user alien-ilegal! see?,NOT,@USER @USER @USER Alien-ilegal! See?
@user i guess people won’t be voting conservatives in the next provincial election  face with tears of joy ,NOT,@USER I guess people won’t be voting conservatives in the next provincial election 😂
@user oh my gosh!! i love her!!!! a beautiful loaf &lt;3 you are an angel for taking care of her!,NOT,@USER OH MY GOSH!! I LOVE HER!!!! a beautiful loaf &lt;3 you are an angel for taking care of her!
@user @user he is great. wish they moved him to 7 slot before tucker,NOT,@USER @USER He is great. Wish they moved him to 7 slot before Tucker
@user @user @user you have of notice that he is not too much appreciated anymore here at the moment ! good evening  !  face blowing a kiss  i'sorry for my english wrote.,NOT,@USER @USER @USER You have of notice that he is not too much appreciated anymore here at the moment ! Good evening  ! 😘 I'sorry for my English wrote.
@user @user @user @user @user oh and how do think the victim feels? im sure she is fine with the death threats and insults she’s been getting spewed at her by you fine christian conservatives,OFF,@USER @USER @USER @USER @USER Oh and how do think the victim feels? Im sure she is fine with the death threats and insults she’s been getting spewed at her by you fine Christian conservatives
@user either way we have your back. don't be thinking that you are dealing alone out here.,NOT,@USER Either way we have your back. Don't be thinking that you are dealing alone out here.
@user @user liberals didn't give juanita broderick a chance to be heard or keith ellison's accuser. can't have it both ways.,NOT,@USER @USER Liberals didn't give Juanita Broderick a chance to be heard or Keith Ellison's accuser. Can't have it both ways.
"@user @user @user i suppose if the anti-trumps had accepted their loss with grace, did some soul searching and worked to draw voters, then the animosity wouldn't exist. instead, pussy hats, antifa, trump supporters=nazis, the resistance,"" impeachement...we acknowledge your animus and return it.""",NOT,"@USER @USER @USER I suppose if the anti-Trumps had accepted their loss with grace, did some soul searching and worked to draw voters, then the animosity wouldn't exist. Instead, pussy hats, Antifa, Trump supporters=Nazis, the resistance,"" impeachement...we acknowledge your animus and return it."""
@user @user @user @user @user @user @user @user @user @user @user yassss!!!  trump wins law suit - cali court overturns gun control law url via @user,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yassss!!!  Trump Wins Law Suit - Cali Court Overturns Gun Control Law URL via @USER
10 winning arguments against gun control – libertennial url,NOT,10 Winning Arguments Against Gun Control – Libertennial URL
@user if this woman was telling the truth and was told about it years ago then the accuser lied in her letter when she said she didn’t tell anyone.  this second woman kills her credibility and shows that liberals are willing to lie to stop k,NOT,@USER If this woman was telling the truth and was told about it years ago then the accuser lied in her letter when she said she didn’t tell anyone.  This second woman kills her credibility and shows that liberals are willing to lie to stop K
@user the klan was the militant arm of the democrat party.  i haven’t seen a past member in public since sen byrd died.  antifa is the new militant arm.,NOT,@USER The Klan was the militant arm of the Democrat Party.  I haven’t seen a past member in public since Sen Byrd died.  Antifa is the new militant arm.
@user we are done. you have no knowledge base for any of this and you are drunk on lies.,OFF,@USER we are done. you have no knowledge base for any of this and you are drunk on lies.
@user vote cruz!!! beto is part of the deep state that will turn control back over to the corrupted liberals!!!!,OFF,@USER Vote Cruz!!! Beto is part of the Deep State that will turn control back over to the corrupted liberals!!!!
@user every day breitbart finds a new hill to die on. and every day the sheep follows its lies.,NOT,@USER Every day Breitbart finds a new hill to die on. And every day the sheep follows its lies.
@user can we all stop pretending that the catholic church is not the seat of satan on earth?,OFF,@USER Can we all stop pretending that the Catholic Church is not the seat of Satan on earth?
@user that’s your opinion. barbz attacked remy the same way. now she is acceptable? cardi is 26. nicki’s flow and style changed in the beginning of her career.,NOT,@USER That’s your opinion. Barbz attacked Remy the same way. Now she is acceptable? Cardi is 26. Nicki’s flow and style changed in the beginning of her career.
"2) i am absolutely furious with my fellow conservatives when they say, this sounds credible,"" or, ""if it's true..."" do you guys have short-term memory that only goes back 90 days?""",OFF,"2) I am absolutely furious with my fellow conservatives when they say, This sounds credible,"" or, ""If it's true..."" Do you guys have short-term memory that only goes back 90 days?"""
@user @user and i don’t call striking down gun control legislation curtailing our civil rights.   gun control legislation is just common sense.,NOT,@USER @USER And I don’t call striking down gun control legislation curtailing our civil rights.   Gun control legislation is just common sense.
@user and bill maher should try getting back into comedy.,NOT,@USER And Bill Maher should try getting back into comedy.
@user red flags: she’s a “professor” at a liberal school and she’s “unable to have healthy relationships with men”. translation: she’s an antifa dyke out to stop a conservative judge and president trump even if she has to lie.,OFF,@USER Red Flags: She’s a “professor” at a liberal school and she’s “unable to have healthy relationships with men”. Translation: She’s an Antifa Dyke out to stop a Conservative Judge and President Trump even if she has to lie.
@user he is such a dolt. he just loves being able to push people around!,NOT,@USER He is such a dolt. He just loves being able to push people around!
@user she is among friends...ira friends. a terrorist loves a terrorist.,OFF,@USER She is among friends...IRA friends. A terrorist loves a terrorist.
@user creepy old pedo desperately trying to be relevant. just an old guy from the old world which trump has shattered.,OFF,@USER Creepy old pedo desperately trying to be relevant. Just an old guy from the old world which Trump has shattered.
@user @user @user trump is done. you are a anti-ameican pro-trump azz!!,OFF,@USER @USER @USER Trump is done. You are a Anti-Ameican pro-Trump azz!!
@user @user @user @user @user so conservatives never get abortions? were you alive when abortions were illegal? i hear it was a pretty awesome time in history.,NOT,@USER @USER @USER @USER @USER So conservatives NEVER get abortions? Were you alive when abortions were illegal? I hear it was a pretty awesome time in history.
@user @user ppl must realize by now hrc only speaks when she is told to speak and only what she is supposed to say. hrc hasn’t had an original thought since college and probably before.   research her pas with her ss guards and you will see how calm and considerate she is!,NOT,@USER @USER Ppl must realize by now HRC only speaks when she is told to speak and only what she is supposed to say. HRC hasn’t had an original thought since college and probably before.   Research her pas with her SS guards and you will see how calm and considerate she is!
@user so liberals will cheer ...they live illegal aliens.....,NOT,@USER So liberals will cheer ...they live illegal aliens.....
@user she is a brave woman.  i thank her for telling her truth and am sorry that it was not on her own terms.,NOT,@USER She is a brave woman.  I thank her for telling her truth and am sorry that it was not on her own terms.
.@user shows data won’t convince supremacists that aca + gun control are good for them. they know + still vote against their interests (because: racism). the question to ask is not ‘how to change their minds?’ but ‘how to win elections?’ valuing health 2018,NOT,.@USER shows data won’t convince supremacists that ACA + gun control are good for them. They know + still vote against their interests (because: racism). The question to ask is not ‘how to change their minds?’ but ‘how to win elections?’ #valuinghealth2018
@user @user because he is the most influential person in politics.  much smarter than anyone on the left.   air america worked out well didn't it.............,NOT,@USER @USER Because he is the most influential person in politics.  Much smarter than anyone on the left.   Air America worked out well didn't it.............
@user if she is close by i don’t mind checking in on her. i’m in greenville nc,NOT,@USER If she is close by I don’t mind checking in on her. I’m in Greenville NC
accidentally bought the baby spinach and baby kale mix at the grocery store and honestly it’s kinda ruining my week. health sucks,NOT,Accidentally bought the baby spinach AND baby kale mix at the grocery store and honestly it’s kinda ruining my week. #HealthSucks
@user you are more then welcum,NOT,@USER You are more then welcum
"@user eg, antifa holding the position that police are racist or should be killed. generalizations such as those are what i'd call attacking law enforcement.""  ""attacking the cancer in the body"" is not the same as ""attacking the body"" even if it's systemic.""",OFF,"@USER Eg, ANTIFA holding the position that police are racist or should be killed. Generalizations such as those are what I'd call attacking law enforcement.""  ""Attacking the cancer in the body"" is not the same as ""attacking the body"" even if it's systemic."""
@user @user you sound like the nra saying it’s too soon to talk about gun control. if they were close to car as u say they would have seen the perp. stop making excuses. the child is the victim here.   if there are ppl who don’t know—  parents:never leave ur child unattended in a car. ever.,NOT,@USER @USER You sound like the NRA saying it’s too soon to talk about gun control. If they were close to car as u say they would have seen the perp. Stop making excuses. The CHILD is the victim here.   If there are ppl who don’t know—  Parents:NEVER leave ur child unattended in a car. EVER.
@user get her out and a new day will dawn what will you have for brexit?,NOT,@USER Get her out and a new day will dawn what will you have for Brexit?
@user this one is tough. it‘s too easy to hold a grudge but fucking hard to let go.,OFF,@USER This one is tough. It‘s too easy to hold a grudge but fucking hard to let go.
@user still remember this show... sucks man  disappointed face ,OFF,@USER Still remember this show... sucks man 😞
@user don't forget the illegals you are fighting for with tax payer money.,NOT,@USER Don't forget the ILLEGALS you are fighting for with tax payer money.
"@user @user she is now going to the neurorealist crowd to complain that she just wants to be inclusive and that the nd community is attacking her for being white"".""",NOT,"@USER @USER She is now going to the neurorealist crowd to complain that she just wants to be inclusive and that the ND community is attacking her for being white""."""
@user awww we’re going to miss you :(,NOT,@USER AWWW WE’RE GOING TO MISS YOU :(
@user @user im that girl that said “what the fuck” — nah i wish i had the money for that concert but thatd be my reaction too lmao,OFF,@USER @USER IM THAT GIRL THAT SAID “WHAT THE FUCK” — NAH I WISH I HAD THE MONEY FOR THAT CONCERT BUT THATD BE MY REACTION TOO LMAO
@user i still don't get why this is a story or why she is a hero to the left?  she allegedly slept with what the left considers to be the most repulsive nazi to ever walk the earth and she's praised for it?,NOT,@USER I still don't get why this is a story or why she is a hero to the left?  She allegedly slept with what the left considers to be the most repulsive nazi to ever walk the earth and she's praised for it?
@user god bless you sir,NOT,@USER God bless you SIR
@user the vile creature is trying to portray herself as some fierce bitch at the same time she knows that's not what the gun control conversation is about. paper tiger,OFF,@USER The vile creature is trying to portray herself as some fierce bitch at the same time she knows that's not what the gun control conversation is about. Paper tiger
@user these headlines. you are on really dangerous ground for a publicly funded company. who do you think you are?,NOT,@USER These headlines. You are on really dangerous ground for a publicly funded company. Who do you think you are?
sad news: what republicans / conservatives / deplorable s forget am democrats / liberals / tolerable s also am we the people / american people.,NOT,#SadNews: What #Republicans/#Conservatives/#Deplorables forget am #Democrats/#Liberals/#Tolerables also am #WeThePeople/#AmericanPeople.
@user tell that to him. he is very perfectionist. i don’t think we will change that ever  grinning face with sweat ,NOT,@USER tell that to him. He is very perfectionist. I don’t think we will change that ever 😅
@user everyone please vote for vicki barbolack she is the most amazing kind hearted funny  and loved person on that stage no one has earned this more than her,NOT,@USER everyone please vote for Vicki barbolack she is the most amazing kind hearted funny  and loved person on that stage no one has earned this more than her
@user im not saying he is worse. i have no clue tbh i'm js that shits gonna be terrible if thats the case. tl gonna explode,OFF,@USER Im not saying he is worse. I have no clue tbh I'm js that shits gonna be terrible if thats the case. TL gonna explode
@user release the documents! do not listen to the antifa crowd!,NOT,@USER Release the documents! Do not listen to the Antifa crowd!
@user @user live dangerously,NOT,@USER @USER live dangerously
@user donald trump in nevada either at that maga rally or tge gop convention...his hollowing out of america tour or as putin likes to put it...”project red wave”,NOT,@USER Donald Trump in Nevada either at that MAGA rally or Tge GOP Convention...His Hollowing Out of America Tour or as Putin likes to put it...”project red wave”
@user she is a liar like hilary clinton.,OFF,@USER She is a liar like Hilary Clinton.
now that's interesting!?!?  face with monocle   jfk jr   @user kennedy q a non maga magical url,NOT,now that's interesting!?!? 🧐  #JFKJr   @USER #kennedy #qanon #maga #magical URL
@user @user correction: liberals deliberately distorting.,OFF,@USER @USER Correction: Liberals deliberately distorting.
@user i can’t even listen to any of these idiotic liberals. they all seem a brick short of a load.,OFF,@USER I can’t even listen to any of these idiotic Liberals. They all seem a brick short of a load.
@user go after nra if they allowed gun control this wouldn't happen.,OFF,@USER Go after NRA if they allowed gun control this wouldn't happen.
"@user you are welcome. i don't always say it, but i'm so greatfull for this... everything. thank you... we had nothing and you and thor has given us everything. so if you ever need anything in return, just say the word and we will help,""   she truly was just so greatfull.""",NOT,"@USER You are welcome. I don't always say it, but I'm so greatfull for this... everything. Thank you... we had nothing and you and Thor has given us everything. So if you ever need anything in return, just say the word and we will help,""   She truly was just so greatfull."""
@user i really thought so. he is the god of rap. how do you come back from that,OFF,@USER I really thought so. He is the God of rap. How do you come back from that
@user she is a hot one  fire  fire  fire ,NOT,@USER She is a hot one 🔥🔥🔥
@user @user we loved hearing laura speak in duluth! she is truly a strong supporter of our beloved president...we need to flip mn red!!!!,NOT,@USER @USER We loved hearing Laura speak in Duluth! She is truly a strong supporter of our beloved President...we need to flip MN RED!!!!
republicans grow some balls and start playing dirty like these liberals assholes do! url,OFF,#Republicans grow some balls and start playing dirty like these liberals assholes do! URL
@user fake news or propaganda is the enemy of this country,OFF,@USER Fake News or PROPAGANDA is the ENEMY of this Country
@user liberals support this i thought.,NOT,@USER Liberals support this I thought.
@user at this point it’s just a money grab... they’re not even trying to hide it now,NOT,@USER At this point it’s just a money grab... they’re not even trying to hide it now
@user  time to kick may out and take on brexit as it should of been done 2 years ago. conservatives may must go,NOT,@USER  time to kick may out and take on brexit as it should of been done 2 years ago. #conservatives #Maymustgo
@user @user @user @user @user @user @user @user yes his brain was effected. he is one of the sharpest attorneys in america. but maybe it effected your brain is tge what you meant?,OFF,@USER @USER @USER @USER @USER @USER @USER @USER Yes his brain was effected. He is one of the sharpest attorneys in America. But maybe it effected your brain is tge what you meant?
@user @user @user your hatred is so deep that you construct the truth on how you want to see it. trump continually insist on saving social security and it was obama who bow down to every country and apologize for america. what's wrong with you are you that anti-american because of trump wow,NOT,@USER @USER @USER Your hatred is so deep that you construct the truth on how you want to see it. Trump continually insist on saving Social Security and it was Obama who bow down to every country and apologize for America. What's wrong with you are you that anti-American because of trump wow
@user cause they're assholes,OFF,@USER Cause they're assholes
me too is the best weapon the liberals have because there is no due process .. its all disgusting ... and woman are the ones using it as the weapon .. shameful and typical liberalism .. use emotions for their own benefit ... @user poster child for using woman,NOT,#metoo is the BEST WEAPON the Liberals have because there is NO DUE PROCESS .. its all DISGUSTING ... and WOMAN are the ones USING it as the weapon .. shameful and TYPICAL Liberalism .. USE emotions FOR their own BENEFIT ... @USER POSTER CHILD for USING Woman
"@user @user @user @user i still find it hilarious that people like you think that literally any response to a comment is liberals being upset"" and that getting a liberal upset is some kind of accomplishment.""",OFF,"@USER @USER @USER @USER I still find it hilarious that people like you think that literally any response to a comment is liberals being upset"" and that getting a liberal upset is some kind of accomplishment."""
@user @user @user @user @user a woman in my town honked at an asshole driver who cut her off. he followed her home and beat her with a crowbar.,OFF,@USER @USER @USER @USER @USER A woman in my town honked at an asshole driver who cut her off. He followed her home and beat her with a crowbar.
@user be careful mr tepper! be very careful!!!!,NOT,@USER Be careful Mr Tepper! Be very careful!!!!
@user @user i tape it. then when he is talking i fast-forward it. it’s funny to see his lips moving and not hear him!,NOT,@USER @USER I tape it. Then when he is talking I fast-forward it. It’s funny to see his lips moving and not hear him!
@user fixing that headline for you.  “antifa protestors chant we believe christine ford”,NOT,@USER Fixing that headline for you.  “Antifa Protestors Chant We Believe Christine Ford”
@user cuz it’s the truth...and they don’t like that one bit. doesn’t fit their agenda maga,NOT,@USER Cuz it’s the truth...and they don’t like that one bit. Doesn’t fit their agenda #MAGA
@user pumped you are back playing. go win you a ring. favorite player- bp4-reds. go red sox 0,NOT,@USER Pumped you are back playing. Go win you a ring. Favorite player- BP#4-REDS. GO RED SOX #0
remain ers whining are also in denial about the news around the rest of europe  read dictionary on 'democracy' 'totalitarian' 'be y ray al' 'inevitable' 'youtube' and 'over'!  br exit eu mb ga mega maga mcga conservatives patriots url,NOT,#Remainers whining are also in denial about the news around the rest of #Europe  Read dictionary on '#democracy' '#totalitarian' '#beyrayal' '#inevitable' 'YouTube' and 'OVER'!  #Brexit #EU #MBGA #MEGA #MAGA #MCGA #Conservatives #Patriots URL
@user he is nuts who would have ever imagined that the us would have concentration camps......he is the devil,OFF,@USER He is nuts who would have ever imagined that the US would have concentration camps......he is the devil
@user thats why they lobbied the government to ban reaserch funded bye the cdc that could be used to argue for gun control. guns in the home dont make you safer. quite the opposite.,OFF,@USER thats why they lobbied the government to ban reaserch funded bye the cdc that could be used to argue for gun control. guns in the home dont make you safer. quite the opposite.
"antifa ally  yvette felarca   takes a hit to the head ""  berkeley 8-5-18 url via @user",NOT,"Antifa Ally  Yvette Felarca   Takes a Hit to the Head ""  Berkeley 8-5-18 URL via @USER"
@user now just vote him out. he is a known racist.,OFF,@USER Now just vote him out. He is a known racist.
@user it's amazing how the democrats are always leading in the cnn polls.  all the liberals live for is the polls that they control.  liberals are insane.,OFF,@USER It's amazing how the Democrats are always leading in the CNN polls.  All the Liberals live for is the polls that they control.  Liberals are insane.
@user you already know he is  face with tears of joy  face with tears of joy  face with tears of joy  and then blown coverages that gave ole miss td,NOT,@USER You already know he is 😂😂😂 and then blown coverages that gave Ole Miss TD
@user is the only one worth slapping your cock on cock tribute and cumming all over cum tribute   she is my cumslave after all  smiling face with sunglasses ,OFF,@USER is the only one worth slapping your cock on #cocktribute and cumming all over #cumtribute   she is my CumSlave after all 😎
@user huh? i want gun control eliminated. i want all americans to be able to keep and bear arms. if they abuse that right then deprive them of it.,NOT,@USER Huh? I want gun control eliminated. I want ALL Americans to be able to keep and bear arms. If they abuse that right THEN deprive them of it.
@user i swear. i’m so glad my fat ass never drunk that shit. i’m tryna be slim but not crackhead slim woman bowing medium-dark skin tone ,OFF,@USER I swear. I’m so glad my fat ass never drunk that shit. I’m tryna be slim but not crackhead slim🙇🏾‍♀️
@user @user but the president.  he is that bad!,OFF,@USER @USER But the President.  He is that BAD!
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user here’s our response to @user antifa  don’t you ever ask our family for donations to antifa ever again!!! url,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Here’s our response to @USER Antifa  Don’t you EVER ask our family for donations to #Antifa EVER AGAIN!!! URL
@user @user @user sucks for you,OFF,@USER @USER @USER Sucks for you
i'm starting to think these things are a cover for maga it distracts people from paying attention to trump. url,NOT,I'm starting to think these things are a cover for #maga It distracts people from paying attention to trump. URL
@user it freaking sucks,NOT,@USER It freaking sucks
@user someone wrote it for her. she is irrelevant!!,NOT,@USER Someone wrote it for her. She is irrelevant!!
@user following the constitution is not victimizing.  @user and liberals in general despise the constitution.,NOT,@USER Following the Constitution is not victimizing.  @USER and liberals in general despise the Constitution.
@user you are far too kind  smiling face with heart-eyes  smiling face with smiling eyes  smiling face with open hands ,NOT,@USER You are far too kind 😍😊🤗
"@user if you love our cops so much, why do you make it your life's goal to take away tools they need to stop crime, and put their very lives at risk? why do you support antifa thugs who assault cops and screech all cops are bastards""?""",OFF,"@USER If you love our cops so much, why do you make it your life's goal to take away tools they need to stop crime, and put their very lives at risk? Why do you support ANTIFA thugs who assault cops and screech All Cops are Bastards""?"""
@user the liberals are really displaying hate &amp; their message of division. republicans really need to take advantage of this by welcoming the disgusted democrats that had enough with their party &amp; want a solid policy &amp; no more insults.,OFF,@USER The liberals are really displaying hate &amp; their message of division. Republicans really need to take advantage of this by welcoming the disgusted democrats that had enough with their party &amp; want a solid policy &amp; no more insults.
@user missing words are politically motivated. i have visited israel in the past four times. i am not anti semitic. there is more anti semitism and racism in the @user party. i have never encountered anti semitic thoughts or actions in the @user party.,NOT,@USER Missing words are politically motivated. I have visited Israel in the past four times. I am not anti Semitic. There is more anti Semitism and racism in the @USER party. I have never encountered anti Semitic thoughts or actions in the @USER party.
"@user @user here are the people"" who ""hold you up"" and who you hold up.  1st photo they are beating a republican korean war vet. 2nd &amp; 3rd photo antifa is beating minorities, lgbt and kids because they are conservative.  the left, your left is all about shutting down free speech! url",NOT,"@USER @USER Here are the People"" who ""Hold you up"" and who YOU hold up.  1st Photo They are beating a Republican Korean War VET. 2nd &amp; 3rd Photo ANTIFA is Beating Minorities, LGBT and Kids Because they are Conservative.  The LEFT, YOUR LEFT is all about shutting down FREE SPEECH! URL"
liberals + conservatives= neoliberalism &amp; globalization &amp; all of its discontents: ppp-corporate welfare-dilution of constitutional rights / freedoms &amp; justice-socio poli econ financial corruption &amp; particratic collusion of cdn poli / ticians for 1%ers!  url,OFF,#Liberals + #Conservatives= #neoliberalism &amp; #Globalization &amp; all of its Discontents: #PPP-#CorporateWelfare-Dilution of #Constitutional Rights/Freedoms &amp; #Justice-#SocioPoliEconFinancial #Corruption &amp; PARTICRATIC #Collusion of #cdnpoli/ticians for 1%ers!  URL
@user @user i think she is lying about that too.  i have seen no threats and i have seen a thousand comments and articles on this story.,NOT,@USER @USER I think she is lying about that too.  I have seen no threats and I have seen a thousand comments and articles on this story.
@user @user i'm glad you are doing something fun!,NOT,@USER @USER I'm glad you are doing something fun!
@user @user i think @user is corrupt a back biter and a snake,NOT,@USER @USER I think @USER is corrupt a back biter and a snake
@user @user you are welcome,NOT,@USER @USER you are welcome
@user good!  kind of makes you wonder what these boneheads have really accomplished? getting people to not watch them and support their team? mission accomplished we wont watch  maga i stand boycott nfl trump2020,NOT,@USER Good!  Kind of makes you wonder what these boneheads have really accomplished? Getting people to not watch them and support their team? #Missionaccomplishedwewontwatch  #maga #istand #BoycottNFL #Trump2020
@user @user best way to convince ppl the a moment isn’t unforgiving is to savage any person who dares question your forgivingness.,NOT,@USER @USER best way to convince ppl the a moment isn’t unforgiving is to savage any person who dares question your forgivingness.
@user it's odd because they could easily withdraw him and get another acceptable to conservatives seated before new congress is seated in january.,NOT,@USER It's odd because they could easily withdraw him and get another acceptable to conservatives seated before new Congress is seated in January.
:) see she is the sweetest! url,NOT,:) see she is the sweetest! URL
@user if you are displaced its on facebook watch...*disclaimer* - facebook watch kinda sucks.,NOT,@USER If you are displaced its on Facebook Watch...*disclaimer* - Facebook Watch kinda sucks.
@user now you are a netflix whisperer? jack of all trades right here.  unamused face ,NOT,@USER Now you are a Netflix whisperer? Jack of all trades right here. 😒
